ID,Label
657,1
658,1
659,6
660,6
661,27
662,27
663,19
664,19
665,25
666,8
667,18
668,18
669,11
670,11
671,2
672,2
673,15
674,15
675,2
676,2
677,8
678,22
679,3
680,8
681,29
682,6
683,14
684,14
685,8
686,8
687,28
688,28
689,16
690,29
691,8
692,9
693,1
694,1
695,9
696,4
697,21
698,21
699,3
700,8
701,26
702,22
703,12
704,10
705,18
706,18
707,6
708,8
709,15
710,18
711,11
712,11
713,9
714,9
715,18
716,18
717,28
718,28
719,4
720,4
721,1
722,1
723,26
724,26
725,13
726,13
727,16
728,16
729,25
730,8
731,1
732,1
733,9
734,9
735,4
736,4
737,6
738,6
739,5
740,5
741,17
742,17
743,19
744,19
745,22
746,22
747,5
748,5
749,4
750,2
751,10
752,12
753,1
754,1
755,18
756,18
757,29
758,29
759,5
760,5
761,17
762,17
763,16
764,16
765,10
766,10
767,25
768,25
769,4
770,4
771,8
772,8
773,9
774,9
775,28
776,28
777,8
778,2
779,14
780,14
781,13
782,13
783,4
784,4
785,15
786,15
787,23
788,9
789,5
790,3
791,19
792,3
793,5
794,5
795,4
796,4
797,11
798,21
799,14
800,14
801,13
802,13
803,25
804,25
805,29
806,16
807,27
808,27
809,27
810,27
811,3
812,3
813,9
814,9
815,26
816,6
817,7
818,3
819,1
820,1
821,1
822,1
823,29
824,19
825,4
826,4
827,17
828,23
829,6
830,2
831,15
832,15
833,3
834,19
835,20
836,20
837,2
838,6
839,4
840,17
841,24
842,24
843,17
844,17
845,17
846,17
847,9
848,9
849,8
850,25
851,6
852,6
853,17
854,17
855,12
856,12
857,10
858,10
859,1
860,1
861,9
862,9
863,27
864,27
865,4
866,4
867,1
868,1
869,18
870,18
871,21
872,21
873,10
874,12
875,15
876,20
877,11
878,11
879,19
880,19
881,8
882,5
883,17
884,17
885,1
886,1
887,11
888,11
889,25
890,5
891,9
892,9
893,13
894,18
895,10
896,2
897,18
898,18
899,27
900,27
901,26
902,15
903,6
904,18
905,8
906,2
907,2
908,4
909,26
910,26
911,19
912,19
913,25
914,24
915,18
916,6
917,4
918,4
919,28
920,28
921,22
922,8
923,23
924,29
925,11
926,11
927,29
928,29
929,23
930,14
931,15
932,18
933,22
934,8
935,10
936,10
937,2
938,5
939,25
940,25
941,5
942,5
943,28
944,25
945,15
946,6
947,6
948,20
949,4
950,5
951,16
952,16
953,13
954,28
955,4
956,4
957,17
958,19
959,25
960,2
961,11
962,11
963,21
964,23
965,2
966,2
967,20
968,18
969,1
970,1
971,11
972,11
973,14
974,26
975,7
976,8
977,25
978,15
979,6
980,6
981,6
982,6
983,10
984,10
985,7
986,2
987,8
988,15
989,8
990,2
991,18
992,14
993,5
994,5
995,21
996,11
997,1
998,1
999,29
1000,29
1001,19
1002,3
1003,6
1004,20
1005,13
1006,18
1007,29
1008,29
1009,3
1010,18
1011,18
1012,18
1013,12
1014,12
1015,19
1016,19
1017,18
1018,18
1019,19
1020,7
1021,21
1022,11
1023,10
1024,10
1025,28
1026,28
1027,15
1028,15
1029,10
1030,10
1031,6
1032,6
1033,14
1034,16
1035,17
1036,17
1037,4
1038,28
1039,29
1040,6
1041,1
1042,1
1043,5
1044,5
1045,5
1046,5
1047,12
1048,12
1049,11
1050,11
1051,23
1052,19
1053,20
1054,18
1055,4
1056,4
1057,25
1058,26
1059,16
1060,26
1061,23
1062,26
1063,8
1064,8
1065,26
1066,26
1067,3
1068,3
1069,22
1070,22
1071,7
1072,24
1073,7
1074,8
1075,10
1076,12
1077,3
1078,3
1079,8
1080,8
1081,10
1082,2
1083,26
1084,8
1085,9
1086,15
1087,9
1088,24
1089,4
1090,13
1091,5
1092,3
1093,4
1094,4
1095,2
1096,28
1097,3
1098,3
1099,27
1100,15
1101,3
1102,9
1103,1
1104,1
1105,24
1106,6
1107,29
1108,24
1109,25
1110,7
1111,18
1112,15
1113,13
1114,13
1115,26
1116,26
1117,17
1118,17
1119,3
1120,2
1121,5
1122,8
1123,26
1124,26
1125,5
1126,5
1127,26
1128,26
1129,4
1130,4
1131,4
1132,4
1133,20
1134,20
1135,21
1136,21
1137,18
1138,9
1139,19
1140,19
1141,11
1142,11
1143,4
1144,5
1145,10
1146,10
1147,4
1148,4
1149,12
1150,12
1151,6
1152,2
1153,10
1154,10
1155,21
1156,11
1157,2
1158,15
1159,1
1160,1
1161,9
1162,15
1163,19
1164,8
1165,26
1166,9
1167,23
1168,29
1169,12
1170,12
1171,25
1172,5
1173,5
1174,28
1175,1
1176,1
1177,9
1178,9
1179,20
1180,20
1181,15
1182,25
1183,6
1184,16
1185,15
1186,18
1187,17
1188,17
1189,3
1190,3
1191,12
1192,12
1193,9
1194,9
1195,3
1196,3
1197,3
1198,19
1199,15
1200,15
1201,24
1202,9
1203,2
1204,7
1205,6
1206,6
1207,19
1208,19
1209,26
1210,26
1211,13
1212,13
1213,3
1214,3
1215,22
1216,22
1217,2
1218,2
1219,19
1220,19
1221,15
1222,15
1223,22
1224,22
1225,26
1226,16
1227,11
1228,11
1229,14
1230,26
1231,19
1232,19
1233,21
1234,21
1235,22
1236,9
1237,19
1238,19
1239,23
1240,23
1241,3
1242,8
1243,18
1244,18
1245,11
1246,11
1247,26
1248,24
1249,6
1250,20
1251,26
1252,22
1253,12
1254,10
1255,9
1256,9
1257,3
1258,19
1259,3
1260,3
1261,16
1262,6
1263,18
1264,18
1265,27
1266,27
1267,8
1268,5
1269,1
1270,1
1271,27
1272,27
1273,10
1274,10
1275,6
1276,6
1277,25
1278,2
1279,19
1280,18
1281,19
1282,19
1283,10
1284,10
1285,8
1286,7
1287,1
1288,1
1289,5
1290,5
1291,17
1292,17
1293,23
1294,23
1295,1
1296,1
1297,3
1298,24
1299,10
1300,10
1301,5
1302,4
1303,16
1304,16
1305,22
1306,2
1307,6
1308,15
1309,26
1310,26
1311,17
1312,17
1313,25
1314,7
1315,1
1316,1
1317,19
1318,19
1319,16
1320,16
1321,20
1322,29
1323,23
1324,17
1325,26
1326,16
1327,29
1328,19
1329,21
1330,21
1331,27
1332,27
1333,27
1334,27
1335,21
1336,21
1337,11
1338,11
1339,13
1340,15
1341,15
1342,15
1343,11
1344,11
1345,10
1346,12
1347,6
1348,6
1349,3
1350,9
1351,6
1352,6
1353,11
1354,11
1355,17
1356,17
1357,17
1358,17
1359,19
1360,19
1361,6
1362,20
1363,6
1364,9
1365,13
1366,13
1367,2
1368,2
1369,26
1370,2
1371,9
1372,9
1373,3
1374,3
1375,4
1376,6
1377,18
1378,18
1379,18
1380,18
1381,8
1382,3
1383,8
1384,14
1385,6
1386,6
1387,27
1388,27
1389,10
1390,10
1391,8
1392,8
1393,27
1394,27
1395,14
1396,14
1397,25
1398,3
1399,19
1400,19
1401,9
1402,9
1403,18
1404,18
1405,18
1406,18
1407,15
1408,15
1409,3
1410,3
1411,16
1412,6
1413,19
1414,19
1415,2
1416,2
1417,18
1418,18
1419,3
1420,8
1421,12
1422,27
1423,25
1424,25
1425,3
1426,9
1427,5
1428,19
1429,7
1430,23
1431,8
1432,8
1433,6
1434,6
1435,10
1436,10
1437,9
1438,18
1439,28
1440,5
1441,26
1442,26
1443,4
1444,4
1445,19
1446,19
1447,18
1448,18
1449,15
1450,15
1451,10
1452,12
1453,6
1454,18
1455,2
1456,24
1457,19
1458,14
1459,27
1460,27
1461,16
1462,16
1463,13
1464,13
1465,13
1466,13
1467,15
1468,18
1469,19
1470,19
1471,2
1472,2
1473,27
1474,27
1475,22
1476,22
1477,23
1478,23
1479,28
1480,28
1481,12
1482,12
1483,3
1484,3
1485,10
1486,10
1487,5
1488,5
1489,18
1490,18
1491,22
1492,22
1493,5
1494,19
1495,27
1496,27
1497,9
1498,15
1499,14
1500,14
1501,9
1502,9
1503,18
1504,18
1505,15
1506,15
1507,19
1508,19
1509,26
1510,24
1511,18
1512,18
1513,20
1514,6
1515,24
1516,24
1517,6
1518,6
1519,19
1520,8
1521,22
1522,22
1523,26
1524,9
1525,3
1526,22
1527,4
1528,4
1529,21
1530,21
1531,6
1532,8
1533,3
1534,19
1535,23
1536,10
1537,6
1538,16
1539,12
1540,12
1541,12
1542,12
1543,18
1544,6
1545,12
1546,10
1547,15
1548,2
1549,4
1550,5
1551,21
1552,11
1553,10
1554,10
1555,2
1556,2
1557,17
1558,17
1559,22
1560,2
1561,6
1562,6
1563,1
1564,1
1565,9
1566,9
1567,25
1568,25
1569,13
1570,19
1571,20
1572,24
1573,21
1574,11
1575,3
1576,3
1577,26
1578,20
1579,29
1580,29
1581,18
1582,18
1583,15
1584,15
1585,2
1586,5
1587,16
1588,16
1589,14
1590,23
1591,18
1592,18
1593,26
1594,2
1595,4
1596,4
1597,3
1598,3
1599,4
1600,4
1601,19
1602,19
1603,15
1604,15
1605,19
1606,19
1607,8
1608,25
1609,18
1610,6
1611,21
1612,21
1613,15
1614,15
1615,1
1616,1
1617,26
1618,29
1619,8
1620,3
1621,3
1622,3
1623,3
1624,6
1625,26
1626,26
1627,2
1628,8
1629,21
1630,18
1631,6
1632,6
1633,8
1634,3
1635,18
1636,18
1637,9
1638,2
1639,23
1640,23
1641,29
1642,5
1643,6
1644,7
1645,26
1646,19
1647,2
1648,2
1649,19
1650,19
1651,5
1652,5
1653,8
1654,24
1655,16
1656,6
1657,2
1658,2
1659,20
1660,6
1661,22
1662,22
1663,2
1664,2
1665,24
1666,6
1667,2
1668,2
1669,21
1670,21
1671,10
1672,10
1673,10
1674,10
1675,17
1676,17
1677,17
1678,4
1679,18
1680,18
1681,9
1682,9
1683,25
1684,23
1685,22
1686,22
1687,23
1688,4
1689,9
1690,9
1691,2
1692,2
1693,26
1694,26
1695,14
1696,14
1697,10
1698,8
1699,12
1700,12
1701,3
1702,3
1703,6
1704,6
1705,16
1706,16
1707,18
1708,15
1709,23
1710,23
1711,28
1712,5
1713,23
1714,23
1715,5
1716,5
1717,22
1718,7
1719,24
1720,22
1721,17
1722,17
1723,23
1724,23
1725,20
1726,16
1727,15
1728,18
1729,27
1730,27
1731,17
1732,17
1733,27
1734,27
1735,27
1736,27
1737,11
1738,11
1739,19
1740,8
1741,21
1742,21
1743,28
1744,28
1745,23
1746,23
1747,26
1748,24
1749,11
1750,11
1751,3
1752,3
1753,27
1754,27
1755,11
1756,11
1757,17
1758,4
1759,1
1760,1
1761,9
1762,9
1763,8
1764,5
1765,1
1766,1
1767,6
1768,1
1769,19
1770,2
1771,22
1772,22
1773,2
1774,10
1775,28
1776,28
1777,10
1778,10
1779,26
1780,26
1781,14
1782,14
1783,29
1784,29
1785,15
1786,15
1787,5
1788,16
1789,26
1790,24
1791,2
1792,8
1793,4
1794,4
1795,25
1796,25
1797,2
1798,8
1799,4
1800,5
1801,3
1802,6
1803,2
1804,2
1805,18
1806,18
1807,4
1808,4
1809,28
1810,28
1811,4
1812,5
1813,29
1814,29
1815,27
1816,27
1817,20
1818,20
1819,15
1820,15
1821,12
1822,12
1823,17
1824,17
1825,25
1826,8
1827,17
1828,17
1829,14
1830,24
1831,28
1832,28
1833,3
1834,3
1835,8
1836,5
1837,3
1838,6
1839,6
1840,3
1841,2
1842,16
1843,25
1844,10
1845,22
1846,7
1847,3
1848,19
1849,8
1850,8
1851,10
1852,10
1853,26
1854,3
1855,23
1856,29
1857,18
1858,18
1859,29
1860,26
1861,20
1862,20
1863,1
1864,1
1865,8
1866,7
1867,15
1868,15
1869,28
1870,28
1871,26
1872,2
1873,15
1874,15
1875,5
1876,5
1877,17
1878,17
1879,15
1880,15
1881,26
1882,24
1883,26
1884,4
1885,27
1886,27
1887,21
1888,21
1889,13
1890,13
1891,10
1892,10
1893,5
1894,5
1895,15
1896,15
1897,19
1898,4
1899,25
1900,2
1901,18
1902,18
1903,17
1904,17
1905,26
1906,15
1907,28
1908,28
1909,20
1910,15
1911,9
1912,9
1913,28
1914,16
1915,1
1916,1
1917,18
1918,18
1919,19
1920,13
1921,25
1922,20
1923,15
1924,15
1925,1
1926,1
1927,19
1928,23
1929,11
1930,11
1931,11
1932,21
1933,17
1934,14
1935,10
1936,12
1937,20
1938,20
1939,21
1940,11
1941,17
1942,13
1943,4
1944,4
1945,5
1946,5
1947,29
1948,29
1949,10
1950,12
1951,3
1952,3
1953,1
1954,1
1955,21
1956,21
1957,4
1958,5
1959,9
1960,9
1961,3
1962,3
1963,7
1964,3
1965,6
1966,2
1967,19
1968,19
1969,19
1970,19
1971,26
1972,6
1973,16
1974,16
1975,3
1976,2
1977,18
1978,18
1979,23
1980,29
1981,19
1982,19
1983,26
1984,6
1985,8
1986,7
1987,10
1988,10
1989,19
1990,23
1991,5
1992,28
1993,13
1994,15
1995,28
1996,28
1997,3
1998,3
1999,5
2000,4
2001,15
2002,20
2003,10
2004,10
2005,18
2006,18
2007,6
2008,8
2009,9
2010,13
2011,10
2012,10
2013,20
2014,18
2015,5
2016,4
2017,10
2018,2
2019,24
2020,24
2021,12
2022,12
2023,26
2024,14
2025,1
2026,1
2027,21
2028,21
2029,17
2030,17
2031,1
2032,1
2033,2
2034,3
2035,23
2036,23
2037,21
2038,21
2039,14
2040,23
2041,4
2042,4
2043,28
2044,5
2045,19
2046,19
2047,8
2048,8
2049,28
2050,28
2051,23
2052,16
2053,2
2054,2
2055,18
2056,18
2057,26
2058,3
2059,12
2060,10
2061,11
2062,11
2063,12
2064,12
2065,23
2066,23
2067,27
2068,27
2069,3
2070,3
2071,29
2072,29
2073,18
2074,20
2075,26
2076,26
2077,27
2078,27
2079,1
2080,16
2081,24
2082,3
2083,21
2084,21
2085,3
2086,8
2087,9
2088,9
2089,23
2090,23
2091,22
2092,22
2093,26
2094,26
2095,15
2096,22
2097,28
2098,28
2099,27
2100,27
2101,6
2102,6
2103,1
2104,1
2105,4
2106,4
2107,2
2108,25
2109,6
2110,9
2111,8
2112,25
2113,29
2114,29
2115,9
2116,22
2117,23
2118,23
2119,6
2120,6
2121,14
2122,4
2123,25
2124,26
2125,11
2126,11
2127,29
2128,6
2129,1
2130,1
2131,15
2132,20
2133,1
2134,1
2135,16
2136,16
2137,18
2138,18
2139,18
2140,18
2141,21
2142,11
2143,21
2144,21
2145,2
2146,2
2147,7
2148,19
2149,20
2150,6
2151,17
2152,5
2153,23
2154,10
2155,26
2156,29
2157,3
2158,2
2159,26
2160,26
2161,4
2162,17
2163,9
2164,9
2165,21
2166,21
2167,19
2168,19
2169,28
2170,28
2171,10
2172,10
2173,16
2174,16
2175,26
2176,23
2177,4
2178,4
2179,21
2180,21
2181,3
2182,16
2183,26
2184,29
2185,15
2186,15
2187,8
2188,8
2189,9
2190,9
2191,10
2192,12
2193,26
2194,6
2195,7
2196,2
2197,26
2198,14
2199,26
2200,14
2201,6
2202,6
2203,26
2204,6
2205,13
2206,28
2207,15
2208,15
2209,16
2210,16
2211,26
2212,29
2213,24
2214,28
2215,21
2216,21
2217,10
2218,10
2219,2
2220,6
2221,26
2222,26
2223,22
2224,22
2225,15
2226,15
2227,10
2228,8
2229,18
2230,18
2231,4
2232,4
2233,5
2234,5
2235,6
2236,16
2237,9
2238,18
2239,1
2240,1
2241,21
2242,21
2243,1
2244,1
2245,19
2246,4
2247,16
2248,16
2249,10
2250,10
2251,7
2252,7
2253,5
2254,5
2255,19
2256,2
2257,27
2258,27
2259,2
2260,6
2261,12
2262,12
2263,7
2264,24
2265,18
2266,18
2267,9
2268,9
2269,21
2270,21
2271,1
2272,1
2273,6
2274,6
2275,9
2276,9
2277,21
2278,21
2279,11
2280,11
2281,10
2282,10
2283,8
2284,3
2285,2
2286,14
2287,6
2288,6
2289,23
2290,23
2291,11
2292,11
2293,27
2294,27
2295,4
2296,4
2297,27
2298,27
2299,4
2300,4
2301,1
2302,1
2303,21
2304,21
2305,22
2306,22
2307,8
2308,7
2309,21
2310,21
2311,23
2312,23
2313,26
2314,26
2315,7
2316,3
2317,29
2318,29
2319,15
2320,15
2321,8
2322,12
2323,20
2324,18
2325,2
2326,8
2327,4
2328,5
2329,5
2330,5
2331,17
2332,17
2333,29
2334,14
2335,29
2336,29
2337,21
2338,21
2339,19
2340,19
2341,6
2342,2
2343,21
2344,21
2345,18
2346,18
2347,26
2348,26
2349,5
2350,5
2351,8
2352,8
2353,4
2354,2
2355,27
2356,27
2357,18
2358,6
2359,15
2360,18
2361,20
2362,15
2363,12
2364,2
2365,25
2366,25
2367,26
2368,9
2369,12
2370,12
2371,21
2372,21
2373,10
2374,10
2375,25
2376,3
2377,26
2378,29
2379,18
2380,18
2381,28
2382,10
2383,3
2384,3
2385,7
2386,3
2387,28
2388,28
2389,26
2390,25
2391,5
2392,5
2393,12
2394,28
2395,18
2396,15
2397,20
2398,26
2399,20
2400,20
2401,13
2402,13
2403,10
2404,12
2405,7
2406,3
2407,21
2408,21
2409,26
2410,2
2411,5
2412,5
2413,10
2414,12
2415,8
2416,8
2417,12
2418,28
2419,21
2420,21
2421,23
2422,13
2423,10
2424,10
2425,13
2426,19
2427,12
2428,4
2429,10
2430,10
2431,3
2432,25
2433,20
2434,20
2435,27
2436,27
2437,10
2438,10
2439,26
2440,24
2441,6
2442,6
2443,1
2444,1
2445,15
2446,15
2447,3
2448,19
2449,18
2450,15
2451,3
2452,3
2453,17
2454,17
2455,26
2456,6
2457,5
2458,5
2459,3
2460,3
2461,11
2462,11
2463,9
2464,9
2465,26
2466,3
2467,1
2468,1
2469,8
2470,8
2471,2
2472,2
2473,5
2474,3
2475,23
2476,23
2477,25
2478,8
2479,13
2480,26
2481,1
2482,1
2483,5
2484,2
2485,28
2486,28
2487,21
2488,21
2489,6
2490,6
2491,24
2492,26
2493,16
2494,16
2495,22
2496,3
2497,29
2498,29
2499,17
2500,17
2501,15
2502,15
2503,16
2504,16
2505,10
2506,10
2507,3
2508,3
2509,6
2510,2
2511,1
2512,1
2513,6
2514,6
2515,26
2516,26
2517,13
2518,13
2519,6
2520,16
2521,1
2522,1
2523,12
2524,12
2525,20
2526,9
2527,12
2528,12
2529,26
2530,26
2531,1
2532,1
2533,6
2534,7
2535,1
2536,1
2537,9
2538,15
2539,24
2540,24
2541,15
2542,15
2543,3
2544,3
2545,2
2546,2
2547,19
2548,19
2549,6
2550,6
2551,19
2552,16
2553,26
2554,23
2555,15
2556,15
2557,18
2558,18
2559,28
2560,28
2561,8
2562,29
2563,12
2564,10
2565,19
2566,19
2567,1
2568,1
2569,18
2570,18
2571,26
2572,6
2573,22
2574,22
2575,3
2576,3
2577,24
2578,23
2579,4
2580,4
2581,10
2582,10
2583,6
2584,6
2585,7
2586,7
2587,3
2588,8
2589,17
2590,17
2591,15
2592,15
2593,26
2594,29
2595,25
2596,5
2597,9
2598,9
2599,17
2600,17
2601,13
2602,13
2603,19
2604,19
2605,24
2606,26
2607,25
2608,22
2609,6
2610,9
2611,6
2612,20
2613,7
2614,7
2615,29
2616,29
2617,26
2618,26
2619,15
2620,2
2621,9
2622,9
2623,9
2624,9
2625,2
2626,8
2627,28
2628,28
2629,26
2630,26
2631,3
2632,3
2633,2
2634,6
2635,2
2636,22
2637,3
2638,7
2639,3
2640,22
2641,6
2642,6
2643,9
2644,9
2645,22
2646,7
2647,4
2648,4
2649,10
2650,10
2651,5
2652,5
2653,27
2654,27
2655,5
2656,5
2657,3
2658,3
2659,1
2660,1
2661,1
2662,1
2663,28
2664,28
2665,24
2666,24
2667,18
2668,18
2669,11
2670,11
2671,2
2672,2
2673,21
2674,21
2675,9
2676,9
2677,17
2678,17
2679,15
2680,15
2681,27
2682,27
2683,21
2684,21
2685,29
2686,16
2687,2
2688,22
2689,23
2690,23
2691,19
2692,19
2693,8
2694,10
2695,10
2696,12
2697,18
2698,18
2699,23
2700,23
2701,15
2702,15
2703,16
2704,16
2705,19
2706,19
2707,17
2708,17
2709,3
2710,5
2711,2
2712,2
2713,4
2714,4
2715,26
2716,2
2717,28
2718,28
2719,23
2720,23
2721,8
2722,10
2723,6
2724,6
2725,23
2726,23
2727,2
2728,7
2729,21
2730,21
2731,3
2732,9
2733,1
2734,1
2735,4
2736,5
2737,10
2738,10
2739,22
2740,22
2741,10
2742,14
2743,19
2744,23
2745,17
2746,17
2747,25
2748,25
2749,15
2750,6
2751,9
2752,9
2753,11
2754,11
2755,23
2756,4
2757,1
2758,1
2759,5
2760,29
2761,18
2762,6
2763,15
2764,18
2765,10
2766,12
2767,15
2768,28
2769,6
2770,6
2771,18
2772,9
2773,22
2774,3
2775,17
2776,17
2777,21
2778,21
2779,10
2780,10
2781,10
2782,10
2783,3
2784,3
2785,29
2786,3
2787,27
2788,27
2789,15
2790,15
2791,1
2792,1
2793,8
2794,14
2795,1
2796,1
2797,4
2798,15
2799,1
2800,1
2801,29
2802,28
2803,19
2804,19
2805,19
2806,19
2807,26
2808,26
2809,26
2810,24
2811,12
2812,12
2813,1
2814,6
2815,26
2816,16
2817,28
2818,28
2819,2
2820,2
2821,19
2822,19
2823,6
2824,6
2825,9
2826,13
2827,5
2828,5
2829,4
2830,4
2831,26
2832,26
2833,5
2834,5
2835,23
2836,23
2837,10
2838,10
2839,23
2840,23
2841,3
2842,3
2843,3
2844,3
2845,13
2846,9
2847,23
2848,14
2849,4
2850,28
2851,17
2852,17
2853,18
2854,18
2855,24
2856,24
2857,3
2858,3
2859,6
2860,20
2861,2
2862,10
2863,3
2864,3
2865,9
2866,9
2867,27
2868,27
2869,16
2870,26
2871,6
2872,6
2873,13
2874,13
2875,26
2876,15
2877,15
2878,15
2879,17
2880,17
2881,4
2882,4
2883,1
2884,1
2885,6
2886,9
2887,6
2888,24
2889,6
2890,20
2891,11
2892,11
2893,1
2894,1
2895,5
2896,5
2897,27
2898,27
2899,16
2900,16
2901,29
2902,14
2903,13
2904,10
2905,29
2906,29
2907,11
2908,11
2909,6
2910,3
2911,5
2912,5
2913,21
2914,21
2915,15
2916,15
2917,10
2918,10
2919,19
2920,3
2921,3
2922,8
2923,26
2924,29
2925,12
2926,28
2927,25
2928,3
2929,3
2930,3
2931,3
2932,3
2933,5
2934,5
2935,3
2936,3
2937,14
2938,10
2939,4
2940,19
2941,21
2942,11
2943,16
2944,6
2945,1
2946,1
2947,18
2948,15
2949,28
2950,4
2951,10
2952,10
2953,13
2954,13
2955,23
2956,23
2957,21
2958,21
2959,9
2960,6
2961,5
2962,5
2963,6
2964,19
2965,1
2966,1
2967,10
2968,10
2969,4
2970,4
2971,20
2972,26
2973,2
2974,8
2975,12
2976,12
2977,3
2978,6
2979,11
2980,11
2981,6
2982,15
2983,12
2984,2
2985,1
2986,1
2987,15
2988,18
2989,25
2990,22
2991,4
2992,4
2993,6
2994,5
2995,8
2996,8
2997,9
